,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
125527,8/3/2020 23:01,4.72584E+18,"fraud_Schiller, Blanda and Johnson",home,292.85,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,8e6f55ac39c62d05e869df64294f128c,1375570860,29.952503,-86.844989,1
125530,8/3/2020 23:02,4.72584E+18,fraud_Roob-Okuneva,health_fitness,19.79,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,6f4e4cb209429e6e26325debaf05924a,1375570933,31.692756,-86.176423,1
125550,8/3/2020 23:09,4.65388E+15,fraud_Stiedemann Inc,misc_pos,7.12,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,3cabfad01b01b8a9a1d4f4c7409da15d,1375571377,36.067928,-86.989377,1
125586,8/3/2020 23:17,4.72584E+18,fraud_Botsford and Sons,home,272.17,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,52193de36dd0ba406766b1536caf640c,1375571862,30.152573,-87.376664,1
125628,8/3/2020 23:29,4.72584E+18,"fraud_Lowe, Dietrich and Erdman",kids_pets,19.33,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,38d75a05c44f644cd54b1a46771caeeb,1375572578,30.279472,-86.200294,1
125646,8/3/2020 23:33,2.35812E+15,fraud_Sporer-Keebler,personal_care,18.29,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",10/30/1924,281a9765dc7f9ea05fa96773ff7b7518,1375572806,39.393009,-75.779771,1
125853,8/4/2020 0:51,4.72584E+18,"fraud_Turner, Ruecker and Parisian",misc_pos,9.29,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,8edc1be7a04f4a7a3b961b805c9665e6,1375577487,30.502501,-87.955677,1
125868,8/4/2020 0:57,4.72584E+18,"fraud_Stokes, Christiansen and Sipes",grocery_net,9.92,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,c19c6d7f9e8c551be6773764f61766dc,1375577877,31.632968,-86.963739,1
125872,8/4/2020 1:00,4.72584E+18,fraud_Reichel Inc,entertainment,576.18,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,f38afd5fe97482756228e7a008051676,1375578008,30.896216,-87.942563,1
125901,8/4/2020 1:14,4.72584E+18,"fraud_Goldner, Kovacek and Abbott",grocery_pos,347.5,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,c97ac5f8eee3e0a71ec9c7ee7ed3b6d5,1375578874,31.761515,-87.443668,1
125915,8/4/2020 1:19,4.65388E+15,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,12.27,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,9dcfe317bc63619482a2478658e2a95e,1375579152,37.957994,-85.883128,1
125930,8/4/2020 1:24,4.65388E+15,fraud_Deckow-O'Conner,grocery_pos,274.36,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,68fc522704b0777d845480d0bd3bba55,1375579493,37.353401,-85.958606,1
126100,8/4/2020 2:46,4.72584E+18,fraud_Balistreri-Nader,misc_pos,9.5,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,b5721fe7666ec5750336f71a1e9b41a3,1375584399,31.426065,-87.068753,1
126146,8/4/2020 3:09,4.72584E+18,"fraud_Terry, Johns and Bins",misc_pos,9.65,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,a6758b1f7d7a8ee735e58d31237b7984,1375585777,30.500708,-87.442833,1
126155,8/4/2020 3:12,4.65388E+15,"fraud_Kerluke, Kertzmann and Wiza",misc_net,825.63,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,e8bfe17202ec76a1a74470c9ebb47a38,1375585927,36.673747,-86.930713,1
126229,8/4/2020 3:47,4.72724E+15,"fraud_Huel, Hammes and Witting",grocery_pos,339.09,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,5/30/1929,b48f5a48eea71047e62b27c41d823162,1375588070,30.805781,-88.713412,1
126233,8/4/2020 3:53,4.72584E+18,"fraud_Goldner, Kovacek and Abbott",grocery_pos,322.27,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,ca57ad48e3b9b15445497161e40fbad4,1375588430,29.989522,-86.246005,1
128477,8/4/2020 18:27,4.72724E+15,fraud_Schmitt Ltd,misc_net,792.98,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,5/30/1929,d0134311f2a17638202fcd3e8e3ce8ba,1375640832,30.914325,-88.355444,1
129229,8/4/2020 22:08,4.72567E+15,fraud_Schmitt Ltd,misc_net,758.6,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,9/19/1968,ba9dad094b82fc7b126a0649ffe5b5e0,1375654091,41.516219,-72.489861,1
129233,8/4/2020 22:09,4.72567E+15,fraud_Kunze Inc,grocery_pos,330.62,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,9/19/1968,a824f7a50d3e610e2de5855d69f2c7fc,1375654196,40.817996,-72.66472,1
129238,8/4/2020 22:11,4.72567E+15,fraud_Schumm PLC,shopping_net,918.58,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,9/19/1968,72b28ca88355fea9e986f03a576d39c6,1375654312,40.680353,-73.043091,1
129296,8/4/2020 22:26,2.35812E+15,fraud_Goyette Inc,shopping_net,916.74,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",10/30/1924,51fc51c80f985c445bca3d291f3a0ed9,1375655194,38.724457,-76.409841,1
129306,8/4/2020 22:28,4.72724E+15,fraud_Kuphal-Bartoletti,misc_net,742.86,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,5/30/1929,745cf8d3192c8f2c57ad94ed6cd19de5,1375655339,31.398897,-87.561314,1
129344,8/4/2020 22:41,4.72584E+18,fraud_Rau-Robel,kids_pets,22.04,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,11/5/1994,3997bf7998557493819a1fdb926911b3,1375656098,30.469998,-88.052595,1
129480,8/4/2020 23:24,4.65388E+15,fraud_Rempel Inc,shopping_net,891.63,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,600b5f31691f66e0839e5a7b589ef855,1375658659,36.663875,-86.737973,1
129504,8/4/2020 23:29,4.65388E+15,"fraud_Konopelski, Schneider and Hartmann",food_dining,127.66,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,a8738ad969a14c55629f3bb103358845,1375658986,37.553385,-86.986312,1
129700,8/5/2020 2:21,3.48254E+14,fraud_Mraz-Herzog,gas_transport,7.99,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,3/22/1948,4d376f34816ebf4bcdec9b32c0849f43,1375669306,29.575172,-87.791988,1
129756,8/5/2020 3:17,4.72724E+15,fraud_Cole PLC,grocery_pos,292.51,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,5/30/1929,b529022f0859431202f74e1efae95664,1375672667,30.939598,-87.826081,1
130108,8/5/2020 9:27,3.48254E+14,fraud_Stracke-Lemke,grocery_pos,321.55,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,3/22/1948,03d515ab9aa23f4253609b7c2a7d3a56,1375694824,31.256102,-88.487097,1
130218,8/5/2020 10:58,4.72724E+15,fraud_McDermott-Weimann,grocery_pos,296.79,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,5/30/1929,c0ee9889f4ab0483af6a14f5232516c0,1375700297,31.340758,-87.049519,1
131183,8/5/2020 22:11,3.48254E+14,"fraud_Kihn, Abernathy and Douglas",shopping_net,1117.83,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,3/22/1948,436518c5eaad266b20f8639f2e5f5826,1375740701,30.755653,-88.809163,1
131235,8/5/2020 22:38,4.72724E+15,fraud_Lemke-Gutmann,shopping_net,855.28,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,5/30/1929,348e68dd4bf32d012aca5defceabd795,1375742315,31.563648,-87.106188,1
131272,8/5/2020 23:02,3.48254E+14,fraud_Kris-Weimann,misc_net,723.97,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,3/22/1948,d615788fa32af5d1dc4b8f17863ac07c,1375743732,30.591638,-88.903969,1
131361,8/5/2020 23:54,4.72724E+15,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,1010.08,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,5/30/1929,a3ef4a0acbbd0cf86bf951ee1983cd23,1375746859,30.355717,-87.019374,1
131376,8/6/2020 0:14,4.51835E+15,fraud_Nader-Heller,misc_net,821.28,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,09f959ba5481ba7b1a7c575be39008a1,1375748063,28.053975,-80.965234,1
131434,8/6/2020 0:45,3.01996E+13,fraud_Wolf Inc,grocery_pos,366.56,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,2209f247f264dbdac85a1ee11c6f5e4d,1375749944,34.10204,-95.911024,1
131478,8/6/2020 1:16,4.51835E+15,"fraud_Rodriguez, Yost and Jenkins",misc_net,615.95,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,9a01576de3ec98ff84397b6305a6ec59,1375751799,27.155671,-82.14097,1
131487,8/6/2020 1:23,3.01996E+13,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1116.06,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,09f470a01a7bd7ef009eb4d9dc1cd2ba,1375752191,33.767248,-96.867737,1
131535,8/6/2020 1:59,3.01996E+13,"fraud_Graham, Hegmann and Hammes",food_dining,122.03,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,21d24ff8fa3439371f16cb1a4a63e218,1375754393,34.253868,-97.000483,1
131562,8/6/2020 2:20,3.48254E+14,fraud_Koepp-Witting,grocery_pos,320.13,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,3/22/1948,1dd87760de13da3cdc47ac651e4fc0b3,1375755647,30.659283,-88.240141,1
131567,8/6/2020 2:27,4.51835E+15,fraud_Koelpin and Sons,misc_net,709.07,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,2b87078886a63c9cbae655d39b54ce75,1375756025,27.120883,-81.448566,1
131610,8/6/2020 2:57,3.01996E+13,fraud_Gutmann-Upton,misc_pos,7.45,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,9231bcc1472921055c59a718612c3717,1375757856,33.491536,-95.956002,1
131866,8/6/2020 6:29,3.01996E+13,fraud_Johns-Hoeger,entertainment,530.09,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,0023e99eccc5def33c3bb162ff3f5955,1375770584,33.430213,-95.423245,1
133024,8/6/2020 19:32,3.01996E+13,fraud_Zboncak Ltd,food_dining,124.27,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,5c06e9dd7dba6906152cda6b5705b99c,1375817557,34.298985,-96.761756,1
133268,8/6/2020 22:02,3.48254E+14,fraud_Pacocha-Bauch,shopping_pos,935.6,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,3/22/1948,173e6d158f43108c92f11330fd60b42f,1375826539,29.577144,-89.286047,1
133275,8/6/2020 22:05,4.51835E+15,"fraud_Towne, Greenholt and Koepp",shopping_net,969.54,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,37e0ffa627cd2a15ee0fde17728d1830,1375826730,26.868866,-81.77568,1
133300,8/6/2020 22:15,3.48254E+14,"fraud_Streich, Dietrich and Barton",shopping_net,1267.18,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,3/22/1948,f652df33e5877d73c422fa8799db45b3,1375827319,30.39588,-89.191137,1
133310,8/6/2020 22:21,6.59597E+15,"fraud_Hahn, Bahringer and McLaughlin",personal_care,52.45,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,697ace69ce18bb8ccbf75b297f60c042,1375827678,41.569634,-74.926347,1
133415,8/6/2020 23:21,3.01996E+13,fraud_Morissette-Schaefer,personal_care,18.83,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,d4ca6278c86c54bfe17d3bcb0cd56ee1,1375831265,32.743431,-96.555606,1
133465,8/6/2020 23:52,6.59597E+15,fraud_Bashirian Group,shopping_net,1051.86,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,27bc87a6103747819b66b505a2f3f669,1375833136,39.983503,-75.283554,1
133471,8/6/2020 23:53,3.48254E+14,"fraud_Schultz, Simonis and Little",grocery_pos,332.71,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,3/22/1948,f5fca8b13dc8428bcd373c7561ab837a,1375833234,31.315238,-88.522865,1
133485,8/7/2020 0:03,3.76445E+14,fraud_Spencer-Runolfsson,misc_pos,714.17,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,4153c58ec1c1ed7567afe299b8477137,1375833812,40.8865,-100.286657,1
133518,8/7/2020 0:31,6.59597E+15,fraud_Parisian and Sons,gas_transport,21.44,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,9708c85930cd1ad9a860bec9db9ec3fc,1375835487,40.352201,-75.487264,1
133583,8/7/2020 1:21,4.51835E+15,fraud_Barton Inc,grocery_pos,304.69,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,34abb57ae7ba142b6876eb7189e936e5,1375838473,27.422376,-82.2434,1
133590,8/7/2020 1:24,3.01996E+13,fraud_Stoltenberg-Beatty,shopping_pos,896.5,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,0826e227950f34b3d624a0994e118c52,1375838653,33.653558,-96.236969,1
133594,8/7/2020 1:32,3.01996E+13,fraud_Marks Inc,gas_transport,13.62,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,4cda3a70748f29a7e8df61228aa699fe,1375839138,33.723425,-95.81658,1
133599,8/7/2020 1:35,3.75083E+14,fraud_Kutch LLC,gas_transport,10.97,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,81463f714b028efca1625af53a71180c,1375839313,47.952296,-96.735687,1
133629,8/7/2020 2:01,3.01996E+13,"fraud_Hagenes, Kohler and Hoppe",food_dining,131.09,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,9e75e2e8172804c26313a3bba190ca55,1375840902,33.674222,-95.657028,1
133660,8/7/2020 2:23,3.75083E+14,fraud_Torp-Labadie,gas_transport,13.63,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,5721f7c132c12dfc70d265edffc34dce,1375842237,47.20493,-96.306157,1
133665,8/7/2020 2:27,3.01996E+13,fraud_Rutherford-Mertz,grocery_pos,362.44,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,17b9a97dd981d8ee630348ec0a857877,1375842465,33.854298,-96.6206,1
133672,8/7/2020 2:33,4.51835E+15,fraud_Dooley-Thompson,misc_net,814.59,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,b9075ba1f52dbb4947b875d1c77f0c0b,1375842827,27.576053,-82.53643,1
133679,8/7/2020 2:39,3.75083E+14,"fraud_Lehner, Reichert and Mills",misc_pos,844.57,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,8e7d6c415a3bab024277fcbb83549b63,1375843171,46.138938,-96.161376,1
133681,8/7/2020 2:40,4.51835E+15,fraud_Deckow-O'Conner,grocery_pos,329.02,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,a26df664f5745f3170d42e4687ba216b,1375843213,26.769535,-81.917306,1
133686,8/7/2020 2:44,4.51835E+15,fraud_Donnelly PLC,misc_net,695.52,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,9c8a4fc8aa4204d4b0b9e471f477c00d,1375843450,27.407403,-82.662143,1
133691,8/7/2020 2:47,6.59597E+15,fraud_Hintz-Bruen,grocery_net,16.19,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,47db355767610ef24f6a36b1546d2f5b,1375843659,41.64395,-74.215707,1
133756,8/7/2020 3:30,3.01996E+13,fraud_Hickle Group,shopping_pos,850.9,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,b3b6db54a038f4d98ed369c88051774b,1375846223,34.346047,-96.202708,1
133781,8/7/2020 3:56,3.75083E+14,fraud_Miller-Harris,misc_net,778.4,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,70382df57e2fa5ce5a91377fd9462149,1375847769,48.016888,-96.653005,1
133943,8/7/2020 6:07,6.59597E+15,fraud_Parisian and Sons,gas_transport,18.5,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,e6cbba31353032b7e7bc9f69b6a59cb8,1375855635,40.586809,-74.576538,1
134048,8/7/2020 7:35,6.59597E+15,"fraud_Harris, Gusikowski and Heaney",grocery_net,10.87,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,0e7bb135ec2801b8c33c6dace11a0248,1375860902,40.104288,-75.053949,1
134348,8/7/2020 11:28,3.01996E+13,"fraud_Hagenes, Kohler and Hoppe",food_dining,138.22,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,981a7287f961a993009c455602090fa8,1375874934,32.712568,-95.559436,1
134726,8/7/2020 15:03,6.59597E+15,fraud_Dickinson Ltd,personal_care,52.82,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,5e2b8e3fec8d862bd83d1048bc7192be,1375887812,40.870952,-73.768359,1
135054,8/7/2020 17:51,3.75083E+14,fraud_Beer-Jast,kids_pets,17.4,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,5a11ae49aef235d54df952d5ee2d0705,1375897903,46.617234,-97.660782,1
135278,8/7/2020 19:46,4.51835E+15,fraud_Hamill-D'Amore,health_fitness,18.86,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,96ad34b53904db8c40cf30b61ea17705,1375904812,28.384954,-80.841678,1
135478,8/7/2020 21:25,4.51835E+15,fraud_Hoppe-Parisian,kids_pets,21.16,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,12424e1052efb80b67270176a0dd1b30,1375910757,26.693036,-82.674109,1
135551,8/7/2020 22:02,3.75083E+14,"fraud_Weber, Thiel and Hammes",kids_pets,21.22,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,19cc7bc8eb934c78de48fc8bc4fe8d91,1375912963,48.057439,-97.168901,1
135555,8/7/2020 22:06,3.75083E+14,fraud_Erdman-Schaden,personal_care,20.96,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,cf197cde737709efaf86c1066b908b62,1375913175,47.485983,-97.511415,1
135604,8/7/2020 22:26,6.59597E+15,fraud_Kuhic LLC,shopping_net,1171.12,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,cbf796902763fd030c35546f09527cef,1375914393,39.769553,-75.031189,1
135610,8/7/2020 22:27,3.76445E+14,fraud_Hermann and Sons,shopping_pos,1043.4,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,80a1a271990ee56b0c6d5e31013962ee,1375914468,41.786423,-101.020784,1
135622,8/7/2020 22:34,4.51835E+15,fraud_Smith-Stokes,misc_pos,10.46,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,f0edef50e41d8354cc6f55dab491d23a,1375914869,26.780913,-80.919804,1
135654,8/7/2020 22:48,3.01996E+13,fraud_Gottlieb Group,kids_pets,20.9,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,cb535f8f79cc09361832c2df456473eb,1375915691,33.545252,-95.448972,1
135676,8/7/2020 22:59,4.51835E+15,fraud_Herman Inc,misc_pos,7.8,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,2/26/1993,a2be7e96f8b9302f6ea62a4bf0aeaffa,1375916359,27.908464,-81.273777,1
135723,8/7/2020 23:17,6.59597E+15,fraud_Terry-Huel,shopping_net,815.62,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,40ec2eb509eee02156eb1fc5bd164247,1375917454,41.507465,-74.528902,1
135726,8/7/2020 23:18,3.75083E+14,fraud_Heaney-Marquardt,entertainment,498.78,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",12/14/1976,a9e8385170dbd301101eff3695e161ca,1375917504,46.493104,-97.390103,1
135733,8/7/2020 23:23,3.76445E+14,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,1079.08,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,38633a56e0f918113fb9fba82fd55148,1375917832,41.779142,-100.942277,1
135742,8/7/2020 23:26,3.76445E+14,"fraud_Lakin, Ferry and Beatty",food_dining,127.17,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,c9d60e46517a66d3fc31737736dd4e2f,1375918007,41.550923,-100.194191,1
135761,8/7/2020 23:37,3.76445E+14,fraud_Swift PLC,kids_pets,22.62,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,18af4df0c5afda3d524cff8bb6ef5f92,1375918635,40.457291,-101.045061,1
135773,8/7/2020 23:43,3.76445E+14,fraud_Friesen Ltd,health_fitness,20.84,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,78f5e7b210280752236ec2347977c917,1375919001,40.450803,-101.814364,1
135787,8/7/2020 23:48,6.59597E+15,"fraud_Moen, Reinger and Murphy",grocery_pos,333.49,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,9/11/1969,25c21a1fe8f04865ae0c5aafa3d41b61,1375919306,40.111432,-75.304048,1
135808,8/7/2020 23:57,3.01996E+13,fraud_Terry Ltd,home,228.94,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,3/23/1977,e7adea19f8f25742aece0d31b0585a94,1375919869,33.939739,-96.337567,1
135840,8/8/2020 0:13,4.47684E+12,"fraud_Tillman, Dickinson and Labadie",gas_transport,8.3,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1/21/1979,6808fe151eb67085a7942f3b0040b391,1375920786,34.143005,-87.163133,1
135849,8/8/2020 0:19,3.43819E+14,fraud_Berge LLC,gas_transport,9.46,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1/24/1956,eae4540e06b3f0158a76ccb86106d901,1375921156,42.241052,-93.266219,1
