,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
239634,4/29/2019 22:29,3.0371E+13,"fraud_Greenfelder, Bartoletti and Davis",misc_net,882.64,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138,-89.2231,2135,"Development worker, community",1/31/1961,004d26890b87ea8e2745e4d36e9c6d50,1335738541,37.450577,-89.287773,1
239671,4/29/2019 22:40,4.07977E+12,"fraud_Rippin, Kub and Mann",misc_net,794.06,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,12/15/1965,b6a51258c5fe3168c1f1bcc88a350dfd,1335739259,44.026778,-116.095607,1
239693,4/29/2019 22:47,3.45226E+14,fraud_Stoltenberg-Beatty,shopping_pos,977.96,Christopher,Wilson,M,3305 Angel Grove Apt. 465,Ashland,KY,41101,38.4722,-82.6461,40470,Community pharmacist,10/27/1940,a1d8f6f3146374888847692e48187b2e,1335739675,37.807366,-82.58045,1
239705,4/29/2019 22:55,3.45226E+14,fraud_Beier-Hyatt,shopping_pos,1135.74,Christopher,Wilson,M,3305 Angel Grove Apt. 465,Ashland,KY,41101,38.4722,-82.6461,40470,Community pharmacist,10/27/1940,c98192c933d3e7d716ab24fc08417ef3,1335740142,38.283999,-82.016805,1
239711,4/29/2019 22:58,3.0371E+13,fraud_Kilback Group,food_dining,119.42,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138,-89.2231,2135,"Development worker, community",1/31/1961,2acae8ed6b2da75f638626445fde3bca,1335740311,38.132108,-89.275627,1
239748,4/29/2019 23:12,3.45226E+14,fraud_Lockman Ltd,grocery_pos,296.02,Christopher,Wilson,M,3305 Angel Grove Apt. 465,Ashland,KY,41101,38.4722,-82.6461,40470,Community pharmacist,10/27/1940,26fbbb825625dd0cb8e3d6bd64952b9c,1335741171,39.136771,-82.958061,1
239765,4/29/2019 23:17,4.07977E+12,fraud_Klocko LLC,misc_net,806.16,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,12/15/1965,b0464b833b9235a536c89813936a1980,1335741453,45.21976,-117.049298,1
239817,4/29/2019 23:38,3.03447E+13,fraud_Hudson-Ratke,grocery_pos,333.17,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),5/27/1967,5f27e7045faa3f1581adda759577f6a6,1335742734,40.043488,-120.115626,1
239836,4/29/2019 23:44,3.03447E+13,fraud_McDermott-Weimann,grocery_pos,336.71,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),5/27/1967,7e7f1d6ee0a67e268e4b0b337613bdc3,1335743042,39.894543,-121.344376,1
239854,4/29/2019 23:51,6.01183E+15,"fraud_Baumbach, Feeney and Morar",shopping_net,960.49,Christine,Johnson,F,9612 Robert Light Apt. 340,Georgetown,DE,19947,38.679,-75.3932,18799,"Designer, multimedia",3/16/2000,4193b953223a1c9432f9d3c380e67be9,1335743482,39.073319,-75.545153,1
239864,4/29/2019 23:55,4.07977E+12,fraud_Huel-Langworth,misc_net,965.16,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,12/15/1965,ba01001e2dae4d08ac02fae8a32f2bd4,1335743733,44.962783,-116.48154,1
239971,4/30/2019 2:16,4.07977E+12,fraud_Cartwright-Harris,grocery_pos,310.9,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,12/15/1965,f8aa81954e9b8e793cc0bbad4c1cbdc0,1335752208,45.361519,-117.218034,1
239984,4/30/2019 2:27,2.30534E+15,"fraud_Schaefer, Maggio and Daugherty",gas_transport,23.29,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,75aa9a9bb6fa83b38d354a12fa0b5160,1335752837,41.552649,-92.419117,1
240009,4/30/2019 2:58,3.03447E+13,fraud_Kiehn-Emmerich,grocery_pos,313.33,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),5/27/1967,4e3eccde2063bf573a75b061c3931c2f,1335754685,39.384,-119.960675,1
240020,4/30/2019 3:12,3.03447E+13,fraud_Deckow-O'Conner,grocery_pos,302.59,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),5/27/1967,499e76d9de4a741a51be553363c6ce1a,1335755532,40.045071,-121.421907,1
240024,4/30/2019 3:16,2.30534E+15,"fraud_Mosciski, Gislason and Mertz",grocery_pos,348.39,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,8e85219a4fb7466015199aa920fa1366,1335755787,39.757046,-92.396927,1
240304,4/30/2019 8:23,4.24352E+18,fraud_Pfeffer LLC,grocery_net,8.94,Jose,Jones,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,3/20/1956,94187743e1933671d183d451c0673b16,1335774211,40.799605,-79.114841,1
241269,4/30/2019 22:13,4.24352E+18,fraud_Goyette Inc,shopping_net,921.04,Jose,Jones,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,3/20/1956,0870597fe3f889af61543aa78c0ed321,1335824029,40.851276,-80.018829,1
241324,4/30/2019 22:55,4.07977E+12,"fraud_Gottlieb, Considine and Schultz",shopping_net,1093.55,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,12/15/1965,49c8e7152c2eb59af962b11ee1a200e4,1335826546,44.370477,-117.240923,1
241334,4/30/2019 22:58,3.03447E+13,fraud_Koepp-Witting,grocery_pos,305.5,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),5/27/1967,9af57b2e35fe4c34efd78be4153868d9,1335826686,40.267768,-120.239292,1
241338,4/30/2019 22:59,2.30534E+15,fraud_Deckow-O'Conner,grocery_pos,290.88,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,0b662fbe86cb9b78bcffa9a68ec8f45f,1335826798,40.087906,-92.666203,1
241340,4/30/2019 23:01,4.24352E+18,fraud_McDermott-Weimann,grocery_pos,328.99,Jose,Jones,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,3/20/1956,702b3851ced393d90e6d056df536b171,1335826878,42.038208,-79.369108,1
241351,4/30/2019 23:11,2.30534E+15,fraud_Bradtke PLC,grocery_pos,368.08,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,e38be0e29fa3c14ca5264599cf067d75,1335827482,41.371476,-91.891048,1
241369,4/30/2019 23:32,4.07977E+12,"fraud_Baumbach, Feeney and Morar",shopping_net,938.4,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,12/15/1965,70650c0acca1b0fa18dd4d9ad4322989,1335828744,44.093498,-117.426157,1
241370,4/30/2019 23:36,3.03447E+13,fraud_Stiedemann Inc,misc_pos,49.49,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),5/27/1967,f3b9374e11f44fe5322703fa01ea3cf2,1335828999,39.261222,-119.712888,1
241383,4/30/2019 23:42,2.30534E+15,fraud_Dach-Nader,misc_net,843.99,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,7c159cc591f1ecf93ba35ec5cb0df46e,1335829340,39.996001,-93.430154,1
241450,5/1/2019 0:37,5.01899E+11,fraud_Cummerata-Jones,gas_transport,10.45,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1/8/1970,17905779d1c4c7f4337e324bf638060f,1335832670,34.109532,-86.152827,1
241503,5/1/2019 1:48,2.30534E+15,fraud_Doyle Ltd,grocery_pos,326.74,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,22fd4ff329b8f8f1df2a86047598dc4d,1335836885,41.398169,-93.1272,1
241508,5/1/2019 1:51,4.24352E+18,"fraud_Huel, Hammes and Witting",grocery_pos,353.26,Jose,Jones,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,3/20/1956,82eac6ac5556d9433cb33cd34715fb41,1335837113,41.856907,-79.1449,1
241549,5/1/2019 2:28,4.24352E+18,fraud_Strosin-Cruickshank,grocery_pos,299.97,Jose,Jones,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,3/20/1956,799ee4b0b84133a7dc0228fee915ef16,1335839280,41.252422,-79.795669,1
241559,5/1/2019 2:37,2.30534E+15,"fraud_Harris, Gusikowski and Heaney",grocery_net,14.33,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,a3639ea7d6135eb7eb0892b5e628ecd8,1335839829,40.794049,-92.02769,1
241591,5/1/2019 3:21,4.24352E+18,"fraud_Schaefer, Maggio and Daugherty",gas_transport,9.55,Jose,Jones,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,3/20/1956,a4bdad366d14535040ed3140d7410297,1335842496,40.57071,-78.960704,1
242459,5/1/2019 16:55,5.01899E+11,fraud_Kuhic LLC,shopping_net,1124.85,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1/8/1970,5f5f14611666ceb4168752a940748f4b,1335891323,33.233436,-86.089162,1
242923,5/1/2019 22:19,4.24352E+18,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1066.46,Jose,Jones,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,3/20/1956,b8b2c05484dfe9a65d76b288fea2c23f,1335910796,40.383947,-78.537092,1
242968,5/1/2019 22:45,2.30534E+15,fraud_Denesik and Sons,shopping_pos,848.16,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,3229b146d4f66d37f6b79f53e7a611a5,1335912348,39.732283,-91.897299,1
242997,5/1/2019 23:08,2.30534E+15,fraud_Fisher-Schowalter,shopping_net,1193.21,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,53c17091a9cfee72f2eb4fd9cfd5930c,1335913691,40.773373,-91.798182,1
243002,5/1/2019 23:10,5.01899E+11,"fraud_Zboncak, Rowe and Murazik",shopping_net,888.74,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1/8/1970,e7bfc2a79e1c942c7fd752f7952ee38f,1335913804,34.813084,-85.58823,1
243010,5/1/2019 23:15,4.24352E+18,fraud_Fisher Inc,shopping_net,999.62,Jose,Jones,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,3/20/1956,39c0930dca6606fecc0d80ded3907bb9,1335914114,41.596369,-78.78951,1
243026,5/1/2019 23:23,5.01899E+11,fraud_Yost-Rogahn,personal_care,21.99,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1/8/1970,6f99f9cca60481a48ba618d0db7e2255,1335914633,34.269685,-85.846374,1
243055,5/1/2019 23:45,4.24352E+18,"fraud_Quitzon, Green and Bashirian",shopping_pos,956.19,Jose,Jones,M,492 West Crossing,Clarion,PA,16214,41.2123,-79.3773,10127,Broadcast journalist,3/20/1956,a8ae555b56b6bd7a9c1a268fdd72dd25,1335915952,41.857272,-79.323656,1
243061,5/1/2019 23:51,2.30534E+15,fraud_Volkman-Predovic,shopping_net,1153.13,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,7b2700d75a587b36a5111d784e100e3c,1335916270,41.00876,-91.872786,1
243112,5/2/2019 0:51,4.35814E+18,fraud_Heathcote LLC,shopping_net,971.12,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,9fbb99baf4cb041067f7f03b09ce02ca,1335919900,42.362931,-92.543832,1
243125,5/2/2019 1:06,4.35814E+18,fraud_Bins-Rice,gas_transport,12.02,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,f07ae29e49b6b3730aebb51cde357d8e,1335920794,42.181834,-91.631359,1
243147,5/2/2019 1:24,4.35814E+18,"fraud_Moen, Reinger and Murphy",grocery_pos,354.92,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,a9d57347db885ef021490357ddcf1daa,1335921882,41.962021,-92.462597,1
243161,5/2/2019 1:37,4.35814E+18,fraud_Volkman-Predovic,shopping_net,1082.36,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,320b215d66bc6553663f30fa054cabf9,1335922658,42.795639,-93.038723,1
243187,5/2/2019 2:07,5.01899E+11,"fraud_Heller, Gutmann and Zieme",grocery_pos,309.91,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1/8/1970,ead539fd31a7845a8d41440e5003ae60,1335924428,33.339971,-85.696347,1
243260,5/2/2019 3:28,5.01899E+11,fraud_Murray-Smitham,grocery_pos,301.68,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1/8/1970,38085589bd43d82981666385cf8b3d32,1335929284,34.847605,-86.462692,1
243271,5/2/2019 3:36,5.01899E+11,fraud_Barton Inc,grocery_pos,262.04,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1/8/1970,db1c4c45796e44b2a2f12a179b1def34,1335929792,33.482373,-85.018801,1
244629,5/2/2019 22:02,2.13162E+14,fraud_Fahey Inc,kids_pets,6.03,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,4/17/1970,42dea019c76b6318e61e66d70ba0823c,1335996171,45.473741,-69.930326,1
244650,5/2/2019 22:16,5.01899E+11,fraud_O'Keefe-Hudson,grocery_pos,298.28,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1/8/1970,2b370888335660ed8bd1cb1d063e5fb6,1335997008,34.520154,-86.608127,1
244690,5/2/2019 22:36,4.35814E+18,fraud_Hilpert-Conroy,kids_pets,21.28,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,771dfdc2b3ab90d8be317ac6818aa17b,1335998215,42.939837,-91.095836,1
244717,5/2/2019 22:56,2.13162E+14,fraud_Hermann and Sons,shopping_pos,853.98,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,4/17/1970,12a19375f08d9add3be70c504a0c626d,1335999370,44.440966,-71.444973,1
244723,5/2/2019 22:58,2.13162E+14,fraud_Stamm-Witting,shopping_net,1125.96,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,4/17/1970,c47a28689d3686de4f10ea12c04f344a,1335999527,45.368787,-70.564634,1
244783,5/2/2019 23:41,2.13162E+14,fraud_Miller-Harris,misc_net,691.31,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,4/17/1970,6079ccebf7b4994068eb77a73c11b2da,1336002084,45.541696,-71.383642,1
244800,5/2/2019 23:49,4.35814E+18,fraud_Crooks and Sons,personal_care,19.49,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,11b20a5fc49732376ae2e5ecf0e40172,1336002586,43.545203,-92.598216,1
244857,5/3/2019 0:40,3.58309E+15,"fraud_Goldner, Kovacek and Abbott",grocery_pos,303.79,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,dcea81ee2d6da5ee07f341b64832124b,1336005642,38.800156,-84.833273,1
244871,5/3/2019 0:51,3.58309E+15,"fraud_Moen, Reinger and Murphy",grocery_pos,306.72,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,fdb7fb216e1f7ca962e07c97b2811e70,1336006308,37.977558,-86.047701,1
244895,5/3/2019 1:14,4.35814E+18,fraud_Vandervort-Funk,grocery_pos,337.56,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,8ceecbb597cd40ae9d6dae46fefc7b26,1336007680,41.76893,-91.161346,1
244902,5/3/2019 1:21,6.30413E+11,fraud_Heller-Abshire,grocery_net,14.77,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,4/22/1964,a0f183b1dca6825a2f7032c6ad11c4d5,1336008089,45.767114,-87.891483,1
245000,5/3/2019 3:01,3.58309E+15,fraud_Padberg-Welch,grocery_pos,282.74,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,8cb94d8a392ae5724823070bd34b38d3,1336014074,38.471055,-85.199931,1
245097,5/3/2019 4:38,2.13162E+14,"fraud_Moen, Reinger and Murphy",grocery_pos,325.92,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,4/17/1970,7d562b1518ee293a2f45ebfbfe2302cc,1336019932,44.274591,-69.796158,1
245656,5/3/2019 12:45,6.30413E+11,fraud_Boyer-Reichert,shopping_net,1022.06,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,4/22/1964,339411354a874aceefa885faaa09c53a,1336049132,46.404194,-87.566214,1
246244,5/3/2019 19:22,2.13162E+14,"fraud_Zboncak, Rowe and Murazik",shopping_net,1023.37,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,4/17/1970,f17a7afe36e63235cb2ee82c631548ca,1336072931,45.535444,-71.052701,1
246494,5/3/2019 22:05,2.13162E+14,fraud_Kovacek Ltd,travel,7.46,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,4/17/1970,5fe3deca8ff9109191d162077000445c,1336082714,44.297744,-69.998695,1
246500,5/3/2019 22:09,2.13162E+14,"fraud_Moore, Dibbert and Koepp",misc_net,814.8,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,4/17/1970,1f1f71ca8201a9452c9902a081d3030e,1336082968,44.452708,-71.061607,1
246536,5/3/2019 22:31,3.58309E+15,fraud_Pacocha-Bauch,shopping_pos,975.74,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,bcfd76545e0c75659223317ca5f92a25,1336084316,37.625414,-84.765607,1
246552,5/3/2019 22:42,3.58309E+15,fraud_Goyette Inc,shopping_net,846.66,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,7ea1f1f53dd884a06f6658cf542bc466,1336084948,38.61489,-86.069574,1
246579,5/3/2019 22:59,3.58309E+15,"fraud_Greenfelder, Bartoletti and Davis",misc_net,820.32,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,b27fe7f20dbe9b6d2f64d699dd523440,1336085970,37.849621,-85.952881,1
246580,5/3/2019 23:00,4.35814E+18,"fraud_Lowe, Dietrich and Erdman",kids_pets,19.21,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,0850129a9e378fe808b71e8e795a2996,1336086023,41.920526,-91.150285,1
246602,5/3/2019 23:17,3.58309E+15,fraud_Terry-Huel,shopping_net,1145.78,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,e143f90fb782b7a990573f3aed8d268b,1336087065,37.749221,-85.570853,1
246650,5/3/2019 23:50,4.35814E+18,fraud_Altenwerth-Kilback,home,239.8,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,10/5/1972,b04c6434ba63a5113f71b14eb771e8c9,1336089014,43.213211,-92.548493,1
246656,5/3/2019 23:53,2.13162E+14,"fraud_Hagenes, Hermann and Stroman",travel,2.45,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,4/17/1970,42305208f1fb7a80b50e8d920b176e6c,1336089219,45.313893,-71.570619,1
246755,5/4/2019 0:56,2.13187E+14,fraud_Corwin-Collins,gas_transport,6.02,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,2/14/1973,7c244314bedc7ba85cd5c02f5bf61451,1336093006,41.083456,-89.849288,1
246818,5/4/2019 1:35,3.58309E+15,fraud_Stracke-Lemke,grocery_pos,292.98,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,3f933d34c41ca103071875c8fb6e3649,1336095303,37.744781,-85.924582,1
246838,5/4/2019 1:50,6.30413E+11,fraud_Stracke-Lemke,grocery_pos,338.57,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,4/22/1964,fdf1b722d1044c592d50df61d0dcc5a1,1336096257,46.911302,-87.654952,1
246986,5/4/2019 3:43,2.13187E+14,fraud_Cummerata-Jones,gas_transport,9.71,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,2/14/1973,70da3870531f521a8080d7a94b51b46e,1336103014,39.923504,-89.295327,1
248555,5/4/2019 18:42,3.58309E+15,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,960.2,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,651dec6f41b579b6a070b35768034644,1336156941,38.110034,-85.237184,1
249031,5/4/2019 22:08,2.13187E+14,"fraud_Kerluke, Kertzmann and Wiza",misc_net,821.37,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,2/14/1973,6294e875e1140e2fd34d7e7864a38fc1,1336169339,41.24976,-91.198768,1
249065,5/4/2019 22:20,6.30413E+11,"fraud_Heathcote, Yost and Kertzmann",shopping_net,966.42,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,4/22/1964,b07dec0c9c4d509acbfd5a97de0a3e91,1336170058,46.83328,-87.336327,1
249074,5/4/2019 22:25,2.13187E+14,"fraud_Herman, Treutel and Dickens",misc_net,642.16,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,2/14/1973,3a30202a6074a6cd95564458097c0359,1336170320,40.029847,-90.082664,1
249101,5/4/2019 22:36,6.30413E+11,fraud_Mohr Inc,shopping_pos,830.2,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,4/22/1964,213a40bcb1807e3ab06756ae5bc6b09b,1336170988,47.239598,-87.048548,1
249173,5/4/2019 23:05,6.30413E+11,"fraud_Watsica, Haag and Considine",shopping_pos,748.49,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,4/22/1964,10ce2de12bc92ae44e6eff6a9a868d4b,1336172712,45.488787,-88.96927,1
249253,5/4/2019 23:40,3.58309E+15,fraud_Schmitt Ltd,misc_net,889.2,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,4c44d0c36a93df9461aca99cbdbdfffc,1336174820,37.940486,-85.516708,1
249266,5/4/2019 23:44,3.58309E+15,fraud_Bogisich-Weimann,kids_pets,19.8,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",9/13/1961,8b687cd9413c626fca1534d5c50ea875,1336175047,37.204476,-86.558955,1
249275,5/4/2019 23:46,6.30413E+11,fraud_Leannon-Ward,food_dining,117.07,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,4/22/1964,591c1da084b84b931ea9967716233177,1336175210,46.985958,-87.369849,1
249298,5/4/2019 23:57,6.30413E+11,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,50.21,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038,Armed forces training and education officer,4/22/1964,6daadb4fc4e301123d9fb661f77415dc,1336175875,46.401703,-88.403518,1
250928,5/5/2019 14:40,2.13187E+14,"fraud_Goldner, Kovacek and Abbott",grocery_pos,319.27,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,2/14/1973,4bd54108015cbb8aa835b343a9949c23,1336228806,41.259322,-89.314288,1
252220,5/5/2019 22:21,2.13187E+14,fraud_Kassulke PLC,shopping_net,903.55,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,2/14/1973,b847683245bd1ba856414a4781b0d5a8,1336256504,40.44778,-91.211542,1
252254,5/5/2019 22:35,2.13187E+14,fraud_O'Keefe-Hudson,grocery_pos,296.06,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,2/14/1973,3a392ae480e1b819aeb24110dba5c716,1336257355,40.653201,-89.619169,1
252257,5/5/2019 22:36,2.13187E+14,fraud_Rempel Inc,shopping_net,936.54,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,2/14/1973,4a21b73eae07c0fb2997f2177ccc1726,1336257379,40.156621,-89.608416,1
